,Bond,Angle,Dihedral,Improper
137157668,0.0250648824143723,3.287085591570649,18.026800935610833,10.858139133416453
137157669,0.025151564628369965,3.4863108717835565,15.203378788826004,6.630156660487009
137157670,0.024738220321385805,3.5410328711241377,20.067922085581166,6.341014442154133
137157671,0.026186550022780596,3.341151569009138,12.297385680695957,4.965173365197606
137157672,0.025004103251257858,3.3043300603720573,17.876070510997142,10.914209988346066
137157673,0.024597296951994606,3.3639126593111235,21.401577530035013,10.94393792084462
137157674,0.026031679978244262,3.3300514619850197,11.815972130521839,4.815761857301683
137157675,0.025088997475764967,3.317354671368577,17.406800963948818,10.691558326295063
137157676,0.026125534056911363,3.335259167613456,11.810535298780765,4.743032537479904
137157677,0.02472704550040511,3.3401447652947636,21.494821855413303,10.864948346374456
137157810,0.01426299216275278,2.271298941841438,23.876288234197954,1.5763745528893602
137157811,0.014561540001891485,2.233388670332708,21.78693140543006,1.671227752202296
137157812,0.013695845371739143,2.3335572222469163,20.334750991225327,1.3995339209027635
137157813,0.014727761079749763,2.238256300151155,22.015211267548697,1.6450100100319205
137157814,0.014189776307915123,2.3106311499696495,23.51126174332159,1.707904577223521
137157815,0.013644187546594704,2.3191525698841926,20.491430501638483,1.3232188221167462
137157816,0.014497793939179769,2.2119211591497545,22.295645164678415,1.732646031924981
137157817,0.014605059285888147,2.17826535464681,22.177488961642396,1.5757180581343193
137157818,0.014444218977309613,2.1590892457301356,22.576023836065684,1.5371744845298054
137157819,0.014558632055615526,2.210078068946063,22.22290415286375,1.644267209342685
137157631,0.016437429976767448,1.2849367959287363,9.085961194530627,1.8427855132380753
137157632,0.016401791249766748,1.2825961883328894,8.737649415090484,1.6358344423134852
137157621,0.0211613886939782,1.1351344593290047,10.976068250829565,1.7424351945540049
137157622,0.021216468950782906,1.1363646651986983,10.966409281439928,1.7604825236905197
137157623,0.021139702327516767,1.1124643341044946,10.499270211843672,1.6810626107855966
137157624,0.021140758613200607,1.1321882943226087,10.964776280073291,1.7329063994470797
137157625,0.02027907796927664,1.0666142181572098,0.670894363439743,0.432070002265209
137157626,0.020278831409280745,1.0371748778407284,0.6721606900801141,0.43377667689311056
137157627,0.020279436435406396,1.0375827869548722,0.6720050372742595,0.4336740219300733
137157628,0.02123468997224544,1.1327146052731922,11.03441440761301,1.733297900951284
137157629,0.02027797913977414,1.0377925272313508,0.6721881338506562,0.43372883628836756
137157630,0.020278076197239748,1.0667696040345271,0.670587970393833,0.4323752287328104
137149093,0.032811115303268835,3.4254098561515054,17.706946477438887,9.627512651855016
137149094,0.03285657659008808,3.4210225130239666,18.470389711410277,9.83842838353977
137149095,0.033989280621326654,3.2843654100580393,13.934193488358588,9.458026682151432
137149096,0.03398740768319363,3.316116363625915,15.781154717171496,9.378196506552802
137149097,0.03272978860542629,3.43264461909371,17.909529996359616,9.87814850602481
137149098,0.03283540486075168,3.447319709784775,17.698671646433162,9.687476825880855
137149099,0.032816999328333506,3.429921918393976,18.47087282257166,9.781209005242035
137149100,0.034112684248549144,3.2756958700036374,16.26599295724082,9.529377383119089
137149101,0.032778699682468077,3.402313605774718,18.09838557015661,9.741531556437058
137149102,0.032777880015635086,3.440784983732313,19.197683778972213,9.911809860700613
137157716,0.025910012620024965,2.643551216158982,15.226620802046355,3.710879893297719
137157717,0.025987598753899405,2.636688418478416,15.481981514720587,3.7372629517503104
137157742,0.00920092643912834,2.4372727542257353,5.221161384408927,0.24660228973375037
137157743,0.009129175632783272,2.4131042304390444,5.198131977838944,0.2539998562531581
137157744,0.009178668505651333,2.41657864811927,5.169119244532048,0.24714926644307394
137157745,0.009121458917927412,2.411734029372609,5.178513535990337,0.26608558013551475
137157747,0.009092098174005317,2.4026049186269973,4.999485343699893,0.26191446058279927
137157748,0.009169988405809652,2.4118476412766108,5.348193906620925,0.30524158366715776
