,rmsd
137157668,1.5408225189061535
137157669,0.8758884697308555
137157670,0.9252326301394528
137157671,0.45738332124712294
137157672,1.5187463001387662
137157673,1.4428317258323713
137157674,0.4095494662299271
137157675,1.4666523140009478
137157676,0.41807867471801907
137157677,1.4270019982245339
137157810,0.3434109177271039
137157811,0.20808528959835645
137157812,0.44322906510787013
137157813,0.21644324262171935
137157814,0.3297678456276956
137157815,0.3407858468164061
137157816,0.4046346359943148
137157817,0.29562184692469645
137157818,0.32616104366920445
137157819,0.38287843613575706
137157631,0.1827980574525945
137157632,0.17669560011711807
137157621,0.11386329648182299
137157622,0.10897187531133741
137157623,0.11781080261848162
137157624,0.11386475168126274
137157625,0.04169712582522852
137157626,0.041724926752216784
137157627,0.04172625464370481
137157628,0.11003909570327611
137157629,0.04173905947984083
137157630,0.0417248571448747
137149093,0.38243138820542216
137149094,0.41170659959288397
137149095,0.36224329320238774
137149096,0.3603925644474127
137149097,0.419624874326377
137149098,0.38678383421547374
137149099,0.4069212081458765
137149100,0.3663625761330743
137149101,0.389173509454965
137149102,0.4264766872726516
137157716,0.19118870559212076
137157717,0.19612227027013726
137157742,0.4169517955460717
137157743,0.42039790120074433
137157744,0.41264557827112464
137157745,0.41706511810143243
137157747,0.4019662367026548
137157748,0.4272533605686266
137157749,0.26814178869239136
137157750,0.4171629739965321
137157751,0.4249210882159844
137157752,1.0897835105881066
137157869,0.0368378135821524
137157870,0.03682812132606112
137157871,0.03461061318452375
137157872,0.03392110909571339
137157873,0.034563058990351
137157874,0.033859080246667755
137157652,0.257430632070501
137157657,1.022213434246016
137157678,0.3462856970701703
137157679,0.3444970489062384
137157680,0.3438440528102059
137157681,0.25620182818662934
137157682,0.3471297263412568
137157683,0.2610551260716549
137157684,0.2632521343316061
137149076,0.19934273505705025
137149103,0.20115695072211692
137149104,0.20010509040972577
137149105,0.19699644079186407
137149106,0.19882160575293314
137149107,0.19831891847576735
137157643,0.037721504107015844
137157644,0.03763134450938226
137157910,0.58693408831118
137157911,0.5891478223066249
137157912,0.590214762756213
137157924,0.9758474608637261
137157926,0.9143904641550772
137157927,0.9242948122396306
137157928,0.9756617312915603
137157929,0.9283093745918503
137157930,1.0456045356255539
137157932,0.9668407032241144
137157933,0.9304031496081753
137157934,0.9742269819439414
137157935,0.9239008560076126
