,tfd
137157912,0.16508579398502574
137157924,0.2974148052619124
137157926,0.24303053163694838
137157927,0.24285158409914903
137157928,0.2728273256123857
137157929,0.24424451204854583
137157930,0.2514086228665954
137157932,0.2739251409060134
137157933,0.24260252215388448
137157934,0.2749556517566744
137157935,0.2441317208129981
137157892,0.0773297365623183
137157893,0.1312766554599382
137157894,0.07661028991777317
137157895,0.07700611925726414
137157896,0.0768458408015461
137157897,0.12579765801153275
137157898,0.07730000727253385
137157899,0.07649310554705716
137157900,0.07715671138457844
137157901,0.12288325457064542
137157913,0.1644878192197011
137157914,0.14437211580499043
137157915,0.14368459101569545
137157916,0.14620790475732176
137157917,0.12288034992895197
137157918,0.12431713321929472
137157920,0.16174935496018547
137157921,0.14393401350011004
137157922,0.14993075496706185
137157923,0.14806516659261923
137157706,0.1202387367369506
137157707,0.12006895979830548
137157708,0.11974046511306641
137157709,0.12172837235765888
137157710,0.10846293166537799
137157711,0.16071311612080127
137157712,0.1615348012616629
137157713,0.16097724540954578
137157714,0.1618362439867879
137157715,0.16147465549185697
137157687,5.92645682164075e-06
137157688,7.156257206804936e-06
137157689,1.4511399752385283e-05
137157829,0.027802226502091694
137157830,0.014780159126572687
137157831,0.0072558902505702565
137157832,0.031037417365009694
137157833,0.028274133434622675
137157835,0.013659004707171999
137157836,0.019736388941455775
137157837,0.021067470514517288
137157838,0.03284788334544808
137157839,0.03534968303845693
137157841,0.062027447727155786
137157842,0.06231651072156096
137157843,0.06500596705019848
137157844,0.0657692010873553
137157846,0.04977603924140809
137157847,0.03318934932366468
137157848,0.062038713899618944
137157849,0.06328263903187631
137157851,0.06477173408647877
137157852,0.049626958590404294
137157645,0.05141277517811392
137157646,0.06268664795751877
137157648,0.0429558769696962
137157649,0.049613613692178024
137157650,0.05939850490479534
137157651,0.04600693920814783
137157653,0.06940308660726167
137157654,0.11872925151950708
137157655,0.02938616844956603
137157656,0.047277694640286166
137149170,0.0692495443135968
137149171,0.04738234396754165
137149172,0.05071823868315051
137149174,0.21304233786141746
137149175,0.028366419609619553
137149176,0.0812745196606944
137149177,0.17863798182180077
137149178,0.17045630007167914
137149179,0.13634311581275
137149180,0.050062407688795045
137157633,0.08670806333414545
137157634,0.0616914159740213
137157635,0.05158991344165011
137157638,0.06308231662265168
137157639,0.058191161082135796
137157640,0.02734578005149479
137157642,0.045094471212132586
137157778,1.2622570176764232e-05
137157779,0.04156403710471908
137157780,0.04164433030577885
137149020,0.25955623076439027
137149021,0.016300828207891666
137149022,0.1538369461868157
137157587,0.0031252492300534378
137157588,0.022678779271274926
137157589,0.01916177017850079
137157590,0.004464096469731393
137157591,0.011733707093516005
137157592,0.034442212676044776
137157593,0.04972005720629136
137157617,0.03296685007036466
137157618,0.05322427893469594
137157619,0.02718972576103293
137157620,0.027527924804394664
137157685,0.0036138259815643742
137157686,0.02774688024403895
137149023,0.04531035249832646
137149024,0.045521662219401134
137149025,0.02323969864627759
137149026,0.023920928768251085
137149027,0.04479200167663695
137149028,0.04448228940733841
137149029,0.2151486532420554
137149030,0.25395471575488276
137149031,0.22623617660404657
137149032,0.1109116491387425
137149033,0.09103208247572699
137149034,0.11592103597651715
137149035,0.03199699704784625
137157595,0.016559675177856507
137157596,0.021198028680731507
137157597,0.018974407150094883
137157598,0.017497104456169386
137157599,0.034850215660510275
137157600,0.034105187503994834
137157601,0.06077234273123889
137157602,0.07195900440455108
137157603,0.11440782495317824
137157604,0.04238779422938484
137157605,0.003747410962405164
137157606,0.00454551302057339
137157607,0.0016883581540246889
137157608,0.07509433689065513
137157609,0.03893353185788896
137157539,0.16737751386606073
137157540,0.02498850872376935
137157541,0.16744131216765284
137157610,0.06426195621300758
137157594,0.03969094999101901
137157647,0.00041064883778416415
137157753,0.03873314899826994
137157564,0.10516613617201899
137157565,0.09641582865197339
137157566,0.10629667166999092
137157567,0.10663854579911285
137157568,0.09635380769607929
137157569,0.1055540296215049
137157570,0.10594113629256403
137157571,0.0971633133697035
137157572,0.10510235967598794
137157573,0.10577944743256407
137157936,0.27242005388716123
137157937,0.01909220786528465
137157938,0.2980571450359943
137157558,0.023439081655674314
137157559,0.057834184838904186
137157560,0.018242616233405135
137157561,0.02688958592399837
137157562,0.06342247942872462
137157563,0.06480456290401862
137157781,0.01649146143309521
137157782,0.027726704541711895
137157783,0.027594386215662417
137157787,0.17846372094379254
137157788,0.19505897427373303
137157789,0.17699166580407935
137157790,0.08610178504244408
